year,stname,numbirth_hispnativeb_nonmex,numbirth_hisp_nonmexican_nativeb,numbirth_hispforb_other,numbirth_hispforb_mex,numbirth_hisp_mexican_nativeb,numbirth_educ_miss_hispforb,numbirth_gtc_hispforb,numbirth_ba_hispforb,numbirth_somecoll_hispforb,numbirth_hsgrad_hispforb,numbirth_lesshs_hispforb,numbirth_hisp_nonnativeb3544,numbirth_hisp_nonnativeb2534,numbirth_hisp_nonnativeb2024,numbirth_hisp_nonnativeb1519,numbirth_hisp_missnativeb,numbirth_hisp_nonnativeb,numbirth_hisp_nativeb,numbirth_educ_miss_hisp_3544,numbirth_gtc_hisp_3544,numbirth_ba_hisp_3544,numbirth_somecoll_hisp_3544,numbirth_hsgrad_hisp_3544,numbirth_lesshs_hisp_3544,numbirth_educ_miss_hisp_2534,numbirth_gtc_hisp_2534,numbirth_ba_hisp_2534,numbirth_somecoll_hisp_2534,numbirth_hsgrad_hisp_2534,numbirth_lesshs_hisp_2534,numbirth_educ_miss_hisp_2024,numbirth_gtc_hisp_2024,numbirth_ba_hisp_2024,numbirth_somecoll_hisp_2024,numbirth_hsgrad_hisp_2024,numbirth_lesshs_hisp_2024,numbirth_educ_miss_hisp_1519,numbirth_gtc_hisp_1519,numbirth_ba_hisp_1519,numbirth_somecoll_hisp_1519,numbirth_hsgrad_hisp_1519,numbirth_lesshs_hisp_1519,numbirth_educ_miss_blacknh_3544,numbirth_gtc_blacknh_3544,numbirth_ba_blacknh_3544,numbirth_somecoll_blacknh_3544,numbirth_hsgrad_blacknh_3544,numbirth_lesshs_blacknh_3544,numbirth_educ_miss_blacknh_2534,numbirth_gtc_blacknh_2534,numbirth_ba_blacknh_2534,numbirth_somecoll_blacknh_2534,numbirth_hsgrad_blacknh_2534,numbirth_lesshs_blacknh_2534,numbirth_educ_miss_blacknh_2024,numbirth_gtc_blacknh_2024,numbirth_ba_blacknh_2024,numbirth_somecoll_blacknh_2024,numbirth_hsgrad_blacknh_2024,numbirth_lesshs_blacknh_2024,numbirth_educ_miss_blacknh_1519,numbirth_gtc_blacknh_1519,numbirth_ba_blacknh_1519,numbirth_somecoll_blacknh_1519,numbirth_hsgrad_blacknh_1519,numbirth_lesshs_blacknh_1519,numbirth_educ_miss_whitenh_3544,numbirth_gtc_whitenh_3544,numbirth_ba_whitenh_3544,numbirth_somecoll_whitenh_3544,numbirth_hsgrad_whitenh_3544,numbirth_lesshs_whitenh_3544,numbirth_educ_miss_whitenh_2534,numbirth_gtc_whitenh_2534,numbirth_ba_whitenh_2534,numbirth_somecoll_whitenh_2534,numbirth_hsgrad_whitenh_2534,numbirth_lesshs_whitenh_2534,numbirth_educ_miss_whitenh_2024,numbirth_gtc_whitenh_2024,numbirth_ba_whitenh_2024,numbirth_somecoll_whitenh_2024,numbirth_hsgrad_whitenh_2024,numbirth_lesshs_whitenh_2024,numbirth_educ_miss_whitenh_1519,numbirth_gtc_whitenh_1519,numbirth_ba_whitenh_1519,numbirth_somecoll_whitenh_1519,numbirth_hsgrad_whitenh_1519,numbirth_lesshs_whitenh_1519,numbirth_educ_miss_3544,numbirth_gtc_3544,numbirth_ba_3544,numbirth_somecoll_3544,numbirth_hsgrad_3544,numbirth_lesshs_3544,numbirth_educ_miss_2534,numbirth_gtc_2534,numbirth_ba_2534,numbirth_somecoll_2534,numbirth_hsgrad_2534,numbirth_lesshs_2534,numbirth_educ_miss_2024,numbirth_gtc_2024,numbirth_ba_2024,numbirth_somecoll_2024,numbirth_hsgrad_2024,numbirth_lesshs_2024,numbirth_married,numbirth_unmarried,numbirth_hisp,numbirth_blacknh,numbirth_whitenh,numbirth_educ_miss_45plus,numbirth_gtc_45plus,numbirth_ba_45plus,numbirth_somecoll_45plus,numbirth_hsgrad_45plus,numbirth_lesshs_45plus,numbirth_educ_miss_1519,numbirth_gtc_1519,numbirth_ba_1519,numbirth_somecoll_1519,numbirth_hsgrad_1519,numbirth_lesshs_1519,numbirth_educ_miss,numbirth_gtc,numbirth_ba,numbirth_somecoll,numbirth_hsgrad,numbirth_lesshs,numbirth45plus,numbirth4044,numbirth3539,numbirth3034,numbirth2529,numbirth2024,numbirth1519,state,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544,numbirth2034,numbirth3544,numbirth1544,numbirth1545plus,pop1544,brate1519,brate2034,brate3544,brate1544,numbirth_colgrad_1519,numbirth_colgrad_2024,numbirth_colgrad_2534,numbirth_colgrad_3544,numbirth_colgrad,numbirth_alleduc,numbirth_whitenhblacknhhisp,numbirth_marriedunmarried,numbirth_noorderbirth_2044,numbirth_fourthbirth_2044,numbirth_thirdbirth_2044,numbirth_secondbirth_2044,numbirth_firstbirth_2044,numbirth_noorderbirth,numbirth_fourthbirth,numbirth_thirdbirth,numbirth_secondbirth,numbirth_firstbirth
2013,NC,2330,95494,4243,8325,2426,49,193,572,1201,2892,7652,2323,6883,2484,847,166,12537,4751,9,133,257,294,422,1543,33,251,695,1499,1804,4424,11,8,92,1045,1480,1681,5,0,0,136,549,1083,3,461,698,1084,481,216,23,980,2138,5309,3036,1338,13,12,400,4039,3784,1665,4,0,0,478,1166,1522,16,2510,3455,2560,813,227,45,5943,12367,12982,5075,1634,14,31,792,6468,5276,2222,5,0,0,609,1491,1655,42,3492,4710,4094,1829,2087,125,8101,16247,20533,10455,7797,43,61,1357,11901,10967,5843,69565,NA,17454,28850,66190,2,40,64,30,17,17,15,0,0,1257,3333,4415,210,11654,22314,36528,23251,15727,170,2862,13392,29501,33757,30172,9020,37,1975393,62671,61298,61321,64740,67260,66939,67169,69053,70306,68430,66426,64394,64539,64681,62757,64820,65249,64663,66500,64033,63831,63566,61846,64958,63718,65680,69107,73736,73311,68391,317290,341897,648062,989959,668144,0,184370,203384,391096,594480,416845,416845,85407,92015,153222,245237,155264,0,33866,31307,69146,100453,62547,0,13647,15191,34598,49789,33488,0,0.19751961529254913,0.19319234788417816,0.19326484203338623,0.20404046773910522,0.21198272705078125,0.06761795282363892,0.06785028427839279,0.06975339353084564,0.07101910561323166,0.06912407279014587,0.06709975004196167,0.06504713743925095,0.06519360840320587,0.06533704698085785,0.06339353322982788,0.06547746062278748,0.06591080874204636,0.06531886756420135,0.0671745017170906,0.0646824762225151,0.0955347940325737,0.09513817727565765,0.09256387501955032,0.09722155332565308,0.09536567330360413,0.09830216318368912,0.10343129932880402,0.11035944521427155,0.10972335189580917,0.10235966742038727,0.4160231947898865,1658103,1195695,485908,196866,93430,16254,118704,118874,1975393,-3.5603718757629395,-2.3604509830474854,-3.7161645889282227,-2.8118896484375,0,1418,24348,8202,33968,109474,112494,NA,30,13108,19111,36606,40829,30,13160,19295,37931,48458
2014,NC,2635,97030,4354,7961,2627,66,203,556,1242,3070,7173,2476,6768,2282,759,182,12285,5261,22,151,253,328,499,1621,38,305,752,1618,2054,4164,8,5,84,1108,1586,1470,6,0,1,136,515,1004,6,475,681,1125,507,226,27,968,2041,5510,3150,1347,9,17,392,3851,3627,1428,3,0,0,363,1000,1273,14,2665,3550,2605,792,234,51,6272,12436,13235,5283,1643,23,42,812,6235,5067,1949,5,0,1,568,1407,1421,54,3709,4895,4307,1928,2229,152,8618,16516,21575,11157,7658,57,76,1411,11897,10968,5179,71235,NA,17728,28026,66310,NA,54,54,54,19,21,16,0,2,1142,3138,3982,263,12403,22822,37779,24053,15066,202,2974,14148,30516,35160,29588,8280,37,1983008,63966,62843,61515,64181,66295,66786,66207,67815,70065,70496,69242,66870,64965,64798,65130,63189,65199,65379,65078,66838,64344,64190,64032,62234,65066,63994,65880,69180,73821,73410,318800,341369,656688,998057,666151,0,184697,201512,396350,597862,411175,411175,84618,92226,156853,249079,155645,0,35351,32209,67374,99583,64745,0,14134,15422,36111,51533,34586,0,0.20064617693424225,0.19712358713150024,0.19295796751976013,0.2013205736875534,0.20795169472694397,0.06691601872444153,0.06633589416742325,0.06794702261686325,0.07020140439271927,0.07063324004411697,0.06937679648399353,0.06700018048286438,0.06509147584438324,0.06492415070533752,0.06525679677724838,0.06331201642751694,0.06532593071460724,0.06550627946853638,0.0652046948671341,0.06696812063455582,0.09659071266651154,0.09635953605175018,0.09612235426902771,0.0934232622385025,0.09767454862594604,0.09606530517339706,0.09889649599790573,0.10385032743215561,0.11081721633672714,0.11020024120807648,0.4092722535133362,1664208,1193734,489342,199679,95264,17122,120666,120868,1983008,-3.6507210731506348,-2.34915828704834,-3.6611521244049072,-2.7993438243865967,2,1487,25134,8604,35225,112123,112064,NA,25,13820,19618,37359,41564,32,13908,19776,38541,48611
2015,NC,2615,96383,4846,7574,2850,98,253,621,1439,3186,6818,2546,6745,2402,698,181,12391,5464,21,171,256,365,474,1638,64,319,828,1767,2125,3878,20,2,89,1233,1720,1447,8,0,1,118,490,1002,2,564,672,1204,516,233,25,994,2107,5564,3326,1325,13,12,397,3613,3644,1225,4,0,0,358,885,1136,26,2834,3557,2601,809,242,61,6455,12448,13490,5223,1638,26,31,729,5876,5013,1750,6,0,0,442,1248,1375,59,3998,4876,4409,1938,2253,176,8868,16808,22051,11418,7312,69,65,1358,11399,11091,4743,71127,NA,18036,27819,65880,NA,50,62,54,30,17,18,0,1,995,2842,3785,304,12931,23042,37859,24447,14308,213,2925,14608,31214,35419,28725,7641,37,1990141,65800,64236,63227,64579,65975,66034,66245,66983,68964,70566,71204,69845,67268,65446,65323,65304,63562,65521,65731,65552,67351,64586,64781,64454,62423,65396,64148,66089,69374,74174,323817,338792,664756,1003548,662776,0,186473,198243,401507,599750,404437,404437,85377,91390,160115,251505,155435,0,37480,33630,65926,99556,67232,0,14487,15529,37208,52737,35672,0,0.20320118963718414,0.1983713060617447,0.1952553391456604,0.19943054020404816,0.2037416249513626,0.06580054014921188,0.06601079553365707,0.06674618273973465,0.06872018426656723,0.07031651586294174,0.07095225900411606,0.06959806382656097,0.0670301765203476,0.0652146190404892,0.0650920569896698,0.06507311761379242,0.0633372813463211,0.06528935581445694,0.06549861282110214,0.06532024592161179,0.10161954909563065,0.0974477082490921,0.09774192422628403,0.09724853932857513,0.09418416023254395,0.09866983443498611,0.09678684920072556,0.09971544146537781,0.10467186570167542,0.11191412806510925,0.40317216515541077,1666324,1190660,492317,204268,95358,17533,120532,120745,1990141,-3.746649980545044,-2.353658676147461,-3.632352352142334,-2.8040454387664795,1,1423,25676,8874,35973,112587,111735,NA,14,13656,19816,37452,41953,14,13743,19957,38573,48458
2016,NC,2748,95920,5027,7351,3042,89,249,706,1506,3251,6571,2800,6590,2279,681,185,12350,5789,33,191,313,438,523,1770,44,325,893,1934,2208,3622,20,5,99,1211,1739,1369,3,0,0,107,485,992,9,613,755,1183,536,244,27,1006,2160,5725,3450,1293,15,10,383,3199,3416,1073,3,0,0,290,901,1059,29,2808,3780,2630,848,193,66,6396,12930,13445,5392,1668,31,32,770,5332,4854,1574,10,0,0,409,1233,1174,83,4074,5240,4563,2059,2336,160,8984,17569,22407,11782,7094,74,56,1365,10383,10781,4303,71782,NA,18324,27350,65604,NA,45,60,63,14,21,19,0,0,868,2807,3496,317,13114,24174,37353,24622,13733,203,3063,15292,31992,36004,26962,7190,37,2005935,65680,66017,64704,67295,68254,66674,65943,67341,68222,69809,71673,72149,70701,68231,66316,65992,65856,64079,66183,66378,66152,67926,65274,65187,64860,62874,65839,64389,66375,69562,331950,337989,677558,1015547,658438,0,190076,196297,408218,604515,398035,398035,86899,90491,164529,255020,154302,0,40015,35278,65936,101214,69130,0,14960,15923,38875,54798,36971,0,0.19786112010478973,0.19887633621692657,0.19492092728614807,0.2027263194322586,0.20561529695987701,0.06565328687429428,0.06493347883224487,0.06631007790565491,0.06717759370803833,0.06874029338359833,0.0705757588148117,0.07104447484016418,0.06961864233016968,0.06718645244836807,0.06530077010393143,0.06498172879219055,0.06484781205654144,0.0630980134010315,0.0651698037981987,0.06536182016134262,0.10046807676553726,0.10316233336925507,0.09913461655378342,0.09900248795747757,0.09850585460662842,0.09548962861299515,0.09999270737171173,0.09779053181409836,0.10080675780773163,0.1056469976902008,0.4083416163921356,1673985,1192626,496221,210359,94958,18355,120503,120706,2005935,-3.8322932720184326,-2.3697478771209717,-3.5799684524536133,-2.8121910095214844,0,1421,26553,9314,37288,112996,111278,NA,19,14048,19814,37973,41459,21,14115,19981,39016,47573
2017,NC,2978,95141,5229,6841,3221,70,245,703,1496,3314,6237,2789,6232,2372,643,172,12036,6195,16,200,300,414,543,1760,38,297,915,1986,2250,3384,20,6,106,1262,1976,1321,4,0,0,128,519,958,10,620,742,1267,621,247,24,1011,2127,5884,3781,1365,6,17,388,2991,3622,929,2,1,0,279,869,1013,11,2922,3761,2623,882,276,60,6231,12285,13283,5490,1663,21,47,692,5123,4696,1521,6,0,0,352,1086,1112,55,4310,5263,4625,2183,2424,147,8809,16872,22422,12310,6883,53,88,1309,10100,11049,4079,70764,NA,18403,27816,64143,3,63,62,40,18,34,13,1,0,827,2692,3312,255,13207,23444,37147,25542,13386,220,3233,15627,31699,35744,26678,6845,37,2019737,64307,66091,66481,68322,69110,66577,65333,66632,68464,69006,71051,72751,73137,71403,68959,67236,66671,66671,64699,66874,66951,66804,68421,65770,65644,65388,63376,66082,64755,66771,334311,336012,689452,1025464,659962,0,189945,194178,413074,607252,396042,396042,86491,88797,169649,258446,154393,0,42606,36680,66423,103103,71044,0,15269,16357,40306,56663,38483,0,0.19235682487487793,0.19769316911697388,0.19885975122451782,0.20436659455299377,0.2067236751317978,0.06492377817630768,0.06371067464351654,0.06497741490602493,0.06676392257213593,0.0672924667596817,0.06928668171167374,0.07094447314739227,0.07132088392972946,0.06962994486093521,0.06724663078784943,0.06556641310453415,0.06501545011997223,0.06501545011997223,0.0630924180150032,0.0652134045958519,0.10144674777984619,0.10122401267290115,0.10367415100336075,0.09965725243091583,0.09946633130311966,0.09907843172550201,0.09602977335453033,0.10013000667095184,0.09811928868293762,0.1011740043759346,0.41109025478363037,1685426,1193239,499330,216753,94121,18860,119826,120046,2019737,-3.8885531425476074,-2.388319253921509,-3.5551390647888184,-2.8246819972991943,1,1397,25681,9573,36651,112726,110362,NA,28,14368,19790,37183,41612,29,14430,19938,38167,47482
2018,NC,3077,94466,5331,6290,3467,93,283,817,1543,3138,5738,2728,6101,2161,594,171,11584,6541,30,230,372,425,577,1652,53,360,1041,2071,2293,3124,16,5,130,1228,1905,1236,6,0,0,118,538,886,12,726,745,1260,607,266,28,988,2299,5862,4136,1296,14,16,379,2738,3407,868,4,0,0,246,838,867,30,3045,3687,2712,859,254,94,6252,12561,12834,5544,1663,40,36,687,4732,4638,1394,8,0,0,320,1001,997,85,4512,5269,4675,2222,2291,201,8829,17492,22146,12786,6556,79,64,1292,9408,10721,3732,70131,NA,18296,27602,63388,4,59,57,50,25,23,20,0,0,754,2567,2962,365,13405,24053,36229,25729,12579,218,3156,15898,32586,35424,25296,6303,37,2037956,64479,64615,66451,70658,71148,68624,65838,66063,67648,69305,69916,71972,73777,73918,72109,69626,67717,67257,67380,65277,67521,67468,67279,68844,66028,66025,65929,63694,66348,65042,337351,337478,698949,1036427,664178,0,190580,194508,416432,610940,396568,396568,86049,87520,174119,261639,155220,0,45069,38688,67622,106310,72504,0,15653,16762,40776,57538,39886,0,0.1911332756280899,0.19153641164302826,0.19697880744934082,0.20944949984550476,0.21090200543403625,0.06621209532022476,0.06352400779724121,0.06374110281467438,0.06527039408683777,0.06686915457248688,0.06745868176221848,0.06944242119789124,0.07118397951126099,0.07132002711296082,0.06957460939884186,0.067178875207901,0.06533697247505188,0.06489314138889313,0.06501181423664093,0.06298273056745529,0.10166100412607193,0.10158120095729828,0.10129664093255997,0.1036529392004013,0.09941311180591583,0.0994085893034935,0.09926405549049377,0.09589899331331253,0.09989491105079651,0.09792856872081757,0.420351505279541,1700605,1198088,502908,223883,93306,19054,118663,118881,2037956,-3.980098247528076,-2.4076499938964844,-3.5512731075286865,-2.8434150218963623,0,1356,26321,9781,37458,111995,109286,NA,27,14221,19649,37022,41441,27,14302,19800,37870,46882
2019,NC,3283,93838,5937,5892,3765,146,310,856,1497,3269,5741,2829,6080,2314,569,203,11792,7045,36,213,359,434,569,1760,80,385,1116,2160,2441,2967,39,8,145,1319,2092,1347,10,0,0,107,539,914,20,697,818,1280,647,232,27,977,2376,5750,4498,1278,15,16,377,2422,3519,778,6,0,0,221,850,857,16,3262,3690,2538,970,258,87,6231,12247,12196,5682,1610,41,34,682,4591,4533,1291,5,0,0,292,1036,813,84,4731,5363,4573,2355,2367,220,8875,17241,21499,13587,6279,102,67,1291,9062,10961,3640,69221,NA,19040,27661,62105,NA,50,46,39,22,19,21,0,0,687,2652,2808,406,13673,23895,35134,26903,12286,176,3240,16233,32642,35059,25123,6168,37,2055756,65066,64850,65057,70398,72784,69598,67276,66423,66725,68119,70330,70828,72707,74700,74608,72653,70117,68368,68011,68006,66013,67977,68207,67659,69327,66455,66432,66241,64051,66770,338155,338141,710328,1048469,669132,0,189692,194206,420770,614976,398720,398720,85113,86586,178810,265396,155828,0,47349,40283,69563,109846,73362,0,16001,17066,41185,58251,41222,0,0.19241471588611603,0.19177596271038055,0.19238810241222382,0.20818263292312622,0.2152385711669922,0.06638059765100479,0.06416594237089157,0.06335237622261047,0.06364041566848755,0.0649699717760086,0.06707876175642014,0.06755373626947403,0.0693458765745163,0.07124674320220947,0.0711589977145195,0.06929437071084976,0.06687560677528381,0.06520745903253555,0.06486696004867554,0.0648621916770935,0.09865467250347137,0.10158982127904892,0.1019335463643074,0.10111457854509354,0.10360735654830933,0.09931523352861404,0.09928085654973984,0.09899541735649109,0.09572251886129379,0.09978599101305008,0.4234212040901184,1717601,1203388,506337,230557,92824,19473,118465,118641,2055756,-4.004129886627197,-2.4243810176849365,-3.536952495574951,-2.8537814617156982,0,1358,26116,10094,37568,111891,108806,NA,30,14537,19381,37724,40625,33,14604,19495,38617,45892
1990,ND,32,8951,15,16,60,NA,1,8,2,8,12,4,15,9,3,NA,31,92,0,1,0,0,1,4,0,1,13,18,13,9,0,0,1,11,18,13,0,0,0,3,7,10,0,1,0,3,0,0,0,3,7,22,9,1,0,0,1,12,13,0,0,0,0,0,6,2,1,100,168,219,123,10,1,384,1109,1878,1491,135,0,37,178,754,863,123,0,0,0,74,277,232,1,108,172,237,136,30,1,408,1154,2041,1645,217,1,38,182,842,1005,236,7550,1697,123,80,8157,NA,NA,NA,NA,1,NA,1,0,0,80,348,364,3,554,1508,3120,2786,483,1,84,600,2138,3328,2304,793,38,140706,4318,4073,4337,4393,5002,5140,4774,4447,4341,4316,4568,4663,4969,4855,5347,5493,5298,5348,5363,5376,5309,5124,4934,4496,4621,4353,4117,3960,4162,3209,22123,23018,51280,74298,44285,0,20471,21285,47871,69156,42027,42027,113,187,333,520,118,0,214,214,394,608,240,0,1325,1332,2682,4014,1900,0,0.1951814889907837,0.18410703539848328,0.1960403174161911,0.19857162237167358,0.22609953582286835,0.06918086856603622,0.0642547607421875,0.05985356122255325,0.0584268756210804,0.058090392500162125,0.06148213893175125,0.06276077777147293,0.06687932461500168,0.06534495949745178,0.07196694612503052,0.07393200695514679,0.07130743563175201,0.07198040187358856,0.07218229025602341,0.07235726714134216,0.11988257616758347,0.11570509523153305,0.11141470074653625,0.101524218916893,0.10434684157371521,0.09829513728618622,0.09296601265668869,0.08942079544067383,0.09398216009140015,0.07246246188879013,0.4246711730957031,118583,131654,751,1062,7770,684,9247,9248,140706,-3.328549861907959,-2.2578139305114746,-4.170443534851074,-2.7223734855651855,0,220,1562,280,2062,8451,8360,9247,1,1061,1745,2899,2748,2,1063,1765,3015,3403
1991,ND,29,8552,13,19,49,NA,NA,2,9,7,14,3,17,9,3,NA,32,78,0,1,0,2,0,2,0,2,5,18,20,10,0,1,1,9,18,10,0,0,0,1,5,5,0,0,1,1,0,0,0,2,6,16,7,2,0,0,2,13,25,2,0,0,0,1,4,2,0,92,164,232,154,22,1,337,1061,1767,1283,135,0,34,161,757,834,135,0,0,0,47,273,241,0,101,179,253,174,37,3,359,1096,1915,1440,222,2,38,172,849,1014,256,6933,1946,110,84,7730,NA,NA,1,NA,1,NA,2,0,0,59,332,376,5,498,1447,3017,2628,515,2,100,644,2056,2979,2331,769,38,139410,4394,4299,4274,4164,4504,5037,4988,4592,4313,4270,4256,4387,4627,4566,5095,5100,5099,5171,5165,5385,5190,5117,5007,4572,4901,4447,4206,4041,3943,4300,21635,23200,48851,72051,45724,0,19973,21252,45444,66696,43437,43437,116,223,322,545,127,0,229,287,408,695,241,0,1317,1438,2677,4115,1919,0,0.20309683680534363,0.19870580732822418,0.19755026698112488,0.1924659162759781,0.20818118751049042,0.06990881264209747,0.06922873854637146,0.06373263150453568,0.05986037850379944,0.059263575822114944,0.05906927213072777,0.060887426137924194,0.06421840190887451,0.06337177753448486,0.07071380317211151,0.07078319787979126,0.07076931744813919,0.0717686116695404,0.07168533653020859,0.07473872601985931,0.11350712925195694,0.11191059648990631,0.10950485616922379,0.09999125450849533,0.10718660056591034,0.09725745767354965,0.09198670089244843,0.08837809413671494,0.08623480051755905,0.09404251724481583,0.4006471037864685,117775,130106,788,1165,7366,744,8879,8881,139410,-3.3369767665863037,-2.2804994583129883,-4.118337631225586,-2.753730297088623,0,210,1455,280,1945,8105,7924,8879,1,1038,1596,2761,2714,1,1042,1620,2852,3366
1992,ND,40,8474,21,11,47,NA,2,4,6,11,9,1,16,13,2,NA,32,87,0,0,0,3,4,0,0,2,10,11,15,6,0,1,0,10,23,10,1,0,0,1,7,15,0,1,0,0,0,0,0,2,7,11,10,0,0,0,0,8,24,1,0,0,0,0,8,1,0,88,188,250,165,20,4,351,1064,1715,1195,114,2,30,171,792,788,127,1,0,0,66,289,230,0,100,195,277,181,28,5,369,1117,1867,1341,189,5,33,178,892,962,249,6812,1987,119,73,7650,NA,NA,3,NA,1,NA,2,0,0,77,359,373,10,502,1490,3036,2484,466,4,102,679,2058,2830,2319,811,38,139040,4624,4349,4450,4206,4364,4591,4970,4868,4489,4276,4286,4144,4395,4329,4763,4995,4790,5060,5075,5256,5332,5065,5096,4727,4991,4810,4350,4204,4079,4106,21993,23194,47093,70287,46760,0,20309,21176,43710,64886,44332,44332,138,197,300,497,183,0,230,331,398,729,233,0,1316,1490,2685,4175,2012,0,0.21024870872497559,0.19774474203586578,0.2023371011018753,0.19124266505241394,0.1984267681837082,0.06531791388988495,0.07071008533239365,0.06925889849662781,0.06386671960353851,0.06083628535270691,0.06097855791449547,0.0589582696557045,0.06252934038639069,0.06159033626317978,0.0677650198340416,0.07106577605009079,0.0681491568684578,0.07199054956436157,0.07220396399497986,0.07477912306785583,0.11402908712625504,0.10831907391548157,0.10898203402757645,0.1010906770825386,0.10673652589321136,0.10286569595336914,0.0930282324552536,0.08990590274333954,0.08723267912864685,0.08781009167432785,0.38966941833496094,117047,129527,818,1192,7207,781,8799,8803,139040,-3.3002114295959473,-2.277534008026123,-4.092208385467529,-2.7601234912872314,0,211,1486,295,1992,7978,7842,8799,2,936,1663,2775,2612,2,942,1684,2896,3279
1993,ND,35,8343,16,16,55,NA,3,2,5,8,14,4,14,13,1,NA,32,90,0,0,0,1,0,5,0,7,6,11,14,11,0,0,2,16,15,13,0,0,0,0,5,16,0,1,0,2,1,0,0,3,6,18,15,3,0,0,1,13,16,1,0,0,0,0,6,2,0,97,204,245,159,16,1,332,1088,1682,1055,103,2,39,219,780,797,117,0,0,0,60,286,257,1,107,212,275,174,32,2,358,1135,1841,1199,194,3,39,235,895,932,222,6688,1990,122,88,7539,NA,1,1,NA,1,NA,3,0,0,71,354,394,6,504,1582,3011,2305,448,3,103,698,2029,2700,2326,822,38,139329,4716,4562,4514,4433,4449,4442,4575,4847,4739,4441,4298,4179,4135,4128,4446,4718,4677,4799,5007,5174,5297,5222,5083,4830,5122,4950,4732,4345,4233,4236,22674,23044,45561,68605,48050,0,20915,21121,42186,63307,45545,45545,143,171,307,478,176,0,233,295,451,746,237,0,1383,1457,2617,4074,2092,0,0.20799152553081512,0.20119960606098175,0.1990826427936554,0.19551028311252594,0.1962159276008606,0.06474746763706207,0.06668610125780106,0.07065083086490631,0.06907659769058228,0.06473289430141449,0.06264849752187729,0.06091392785310745,0.06027257442474365,0.06017054244875908,0.0648057758808136,0.06877049803733826,0.0681728720664978,0.06995116919279099,0.072983019053936,0.07541724294424057,0.11023933440446854,0.10867846012115479,0.10578563809394836,0.1005202904343605,0.10659729689359665,0.10301768779754639,0.09848074615001678,0.09042663872241974,0.08809573203325272,0.08815816789865494,0.39172619581222534,116655,129767,797,1216,7055,801,8678,8681,139329,-3.3172338008880615,-2.2746288776397705,-4.0941362380981445,-2.7760469913482666,0,274,1493,319,2086,7850,7749,8678,2,922,1572,2650,2710,2,922,1583,2759,3415
1994,ND,36,8198,16,17,47,NA,1,4,8,11,9,2,21,8,2,NA,33,83,0,0,2,1,0,3,0,3,4,6,20,11,0,0,6,14,22,7,0,0,0,2,3,12,0,1,1,0,2,0,0,3,7,10,8,0,0,0,7,6,14,0,0,0,0,0,6,2,0,123,216,268,167,16,2,396,1185,1600,924,86,3,38,223,792,768,106,0,0,0,61,265,265,0,125,225,293,186,22,4,425,1230,1720,1068,187,5,40,247,881,928,191,6609,1964,116,67,7504,NA,2,NA,2,NA,NA,1,0,0,73,330,392,9,590,1702,2894,2182,400,4,133,718,2007,2627,2292,796,38,139878,4875,4652,4724,4522,4720,4501,4447,4449,4695,4652,4472,4180,4151,3907,4183,4444,4425,4699,4771,5135,5279,5165,5272,4846,5207,5122,4858,4742,4394,4389,23493,22744,44367,67111,49274,0,21667,20809,40999,61808,46682,46682,150,221,285,506,158,0,244,317,416,733,258,0,1432,1397,2667,4064,2176,0,0.2075086236000061,0.1980164349079132,0.20108117163181305,0.1924828737974167,0.20091091096401215,0.06706798821687698,0.0662633553147316,0.0662931576371193,0.06995872408151627,0.06931799650192261,0.0666358694434166,0.06228487193584442,0.06185275316238403,0.05821698531508446,0.062329571694135666,0.06621865183115005,0.06593553721904755,0.07001832872629166,0.0710911750793457,0.07651502639055252,0.10713560879230499,0.10482201725244522,0.10699354857206345,0.09834801405668259,0.1056743934750557,0.10394934564828873,0.09859155118465424,0.09623736888170242,0.08917482197284698,0.08907334506511688,0.39339378476142883,116385,130157,814,1235,6926,851,8573,8577,139878,-3.3848586082458496,-2.2710654735565186,-4.05873966217041,-2.7921528816223145,0,287,1655,350,2292,7768,7687,8573,1,908,1372,2673,2823,1,909,1382,2787,3498
